,ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2
21400,49,Sidewalk Menu,W ALBION AV-- Dead End (1056 W) -to- N WINTHROP AV (1100 W),2010,11727.0,39245,W ALBION AV AND Dead End,W ALBION AV AND N WINTHROP AV,,,google,42.00258520300008,-87.65861484099997,census
21496,40,Street Resurface Menu,W ARDMORE AV-- N RICHMOND ST (2929 W) -to- Dead End (3081 W),2009,76801.0,32250,W ARDMORE AV AND N RICHMOND ST,W ARDMORE AV AND Dead End,41.98673880700005,-87.70291399899997,census,,,google
21535,47,Street Resurface Menu,W ARGYLE ST-- Dead End (1829 W) -to- N DAMEN AV (2000 W),2010,71159.0,37591,W ARGYLE ST AND Dead End,W ARGYLE ST AND N DAMEN AV,,,google,41.97239986900007,-87.67929314099996,census
21652,41,Street Resurface Menu,W BALMORAL AV-- N ORIOLE AV (7600 W) -to- Dead End (3009 W),2006,8052.0,32821,W BALMORAL AV AND N ORIOLE AV,W BALMORAL AV AND Dead End,41.97791515500006,-87.81688584499994,census,,,google
21665,41,Curb/Gutter Menu,W BALMORAL AV-- Dead End (7570 W) -to- N ORIOLE AV (7600 W),2005,19651.0,32733,W BALMORAL AV AND Dead End,W BALMORAL AV AND N ORIOLE AV,,,google,41.97791515500006,-87.81688584499994,census
21701,31,Street Resurface Menu,W BARRY AV-- N PULASKI RD (4000 W) -to- Dead End (4550 W),2010,15938.0,25193,W BARRY AV AND N PULASKI RD,W BARRY AV AND Dead End,41.937270074000025,-87.72712980099999,census,,,google
21730,44,Street Resurface Menu,W BARRY AV-- Dead End (4289 W) -to- N SHERIDAN RD (400 W),2009,23332.0,35365,W BARRY AV AND Dead End,W BARRY AV AND N SHERIDAN RD,,,google,41.93773236100003,-87.63946409699997,census
22107,49,Sidewalk Menu,W BIRCHWOOD AV-- Dead End (1291 W) -to- N GREENVIEW AV (1450 W),2008,16318.0,39179,W BIRCHWOOD AV AND Dead End,W BIRCHWOOD AV AND N GREENVIEW AV,,,google,42.01817030600006,-87.66821031199999,census
22215,48,Miscellaneous-CDOT,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,4837.0,38403,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,,,google,41.983804289000034,-87.65518989699996,census
22216,48,Street Resurface Menu,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,88064.0,38415,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,,,google,41.983804289000034,-87.65518989699996,census
22217,48,Street Resurface Menu,W BRYN MAWR AV-- S LAKE SHORE ENTR RP (905 W) -to- N SHERIDAN RD (1000 W),2009,14268.0,38512,W BRYN MAWR AV AND S LAKE SHORE ENTR RP,W BRYN MAWR AV AND N SHERIDAN RD,,,google,41.983804289000034,-87.65518989699996,census
22221,48,Street Lighting,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N WINTHROP AV (1120 W),2008,26949.0,38477,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N WINTHROP AV,,,google,41.98365957400006,-87.65800381799994,census
22237,48,Street Light Pole Painting,ON W BRYN MAWR AVE FROM N BRYN MAWR AV LSD ER (930 W) TO N LSD BRYN MAWR AV XR (900 W),2014,1500.0,38655,W BRYN MAWR AVE and N BRYN MAWR AV LSD ER,W BRYN MAWR AVE and N LSD BRYN MAWR AV XR,,,google,41.9829975,-87.7496357,google
22254,46,Street Resurface Menu,W BUENA CR-- N KENMORE AV (1042 W) -to- Dead End (1073 W),2008,19221.0,36861,W BUENA CR AND N KENMORE AV,W BUENA CR AND Dead End,41.95862371500005,-87.65624310699997,census,,,google
22405,41,Street Resurface Menu,W CATHERINE AV-- CITY LIMITS (0 E) -to- N PITTSBURGH AV (8232 W),2008,23598.0,32947,W CATHERINE AV AND CITY LIMITS,W CATHERINE AV AND N PITTSBURGH AV,,,google,41.97728403200006,-87.83272822099997,census
22458,27,Street Resurface Menu,W CHESTNUT ST-- N ORLEANS ST (332 W) -to- Dead End (341 W),2009,4313.0,21827,W CHESTNUT ST AND N ORLEANS ST,W CHESTNUT ST AND Dead End,41.89816460900005,-87.63722903999997,census,,,google
22484,41,Curb/Gutter Menu,W CLARENCE AV-- N NEENAH AV (6500 W) -to- Dead End (6517 W),2008,519.0,32911,W CLARENCE AV AND N NEENAH AV,W CLARENCE AV AND Dead End,41.99462582600006,-87.78994053999998,census,,,google
22490,49,Street Lighting,W COLUMBIA AV-- Dead End (1116 W) -to- N LAKEWOOD AV (1310 W),2008,195000.0,39199,W COLUMBIA AV AND Dead End,W COLUMBIA AV AND N LAKEWOOD AV,,,google,42.00449063000008,-87.66360754099998,census
22499,18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,6000.0,14559,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,,,google
22500,18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,13250.0,14560,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,,,google
22529,2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,3300.0,1527,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,,,google
22530,2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,1500.0,1528,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,,,google
22531,2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,4400.0,1615,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,,,google
22532,2,Street Lighting,W CONGRESS PW-- S MAPLEWOOD AV (2550 W) -to- E EISENHOWER ENTR RP (2257 W),2008,8400.0,1439,W CONGRESS PW AND S MAPLEWOOD AV,W CONGRESS PW AND E EISENHOWER ENTR RP,41.87494976000005,-87.69063324299998,census,,,google
22533,2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER EXIT RP (1284 W),2009,2000.0,1616,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER EXIT RP,41.6981249,-87.6570798,google,,,google
22548,2,Street Lighting,W CONGRESS PW-- E EISENHOWER ENTR RP (2257 W) -to- S MAPLEWOOD AV (2550 W),2008,27000.0,1438,W CONGRESS PW AND E EISENHOWER ENTR RP,W CONGRESS PW AND S MAPLEWOOD AV,,,google,41.87494976000005,-87.69063324299998,census
22705,27,Street Resurface Menu,W COUCH PL-- N DESPLAINES ST (640 W) -to- Dead End (670 W),2010,17498.0,21877,W COUCH PL AND N DESPLAINES ST,W COUCH PL AND Dead End,41.88510801500007,-87.64422364399996,census,,,google
22930,31,Curb/Gutter Menu,W DICKENS AV-- N KILPATRICK AV (4700 W) -to- Dead End (3120 W),2010,7765.0,25166,W DICKENS AV AND N KILPATRICK AV,W DICKENS AV AND Dead End,41.91879065100005,-87.74373997499998,census,,,google
22931,30,Sidewalk Menu,W DICKENS AV-- N PULASKI RD (4000 W) -to- Dead End (3120 W),2008,20563.0,24031,W DICKENS AV AND N PULASKI RD,W DICKENS AV AND Dead End,41.91899566600006,-87.72661123499995,census,,,google
22937,31,Street Lighting,W DICKENS AV-- Dead End (4652 W) -to- N KILPATRICK AV (4700 W),2008,1500.0,25073,W DICKENS AV AND Dead End,W DICKENS AV AND N KILPATRICK AV,,,google,41.91879065100005,-87.74373997499998,census
23130,43,Street Resurface Menu,W ELM ST-- Dead End (331 W) -to- N WELLS ST (200 W),2006,14349.0,34392,W ELM ST AND Dead End,W ELM ST AND N WELLS ST,,,google,41.902887977000034,-87.63443923799997,census
23250,49,Street Resurface Menu,W FARGO AV-- Dead End (1303 W) -to- N GREENVIEW AV (1450 W),2008,23086.0,39192,W FARGO AV AND Dead End,W FARGO AV AND N GREENVIEW AV,,,google,42.017121116000055,-87.66817413299998,census
23279,40,Street Resurfacing Menu,ON W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST FROM W THORNDALE AV (5840 N) TO W,2013,75103.0,32403,W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST and N LEAVITT ST TO N DAMEN AV ON N PAULINA ST FROM W THORNDALE AV,W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST and N DAMEN AV ON N PAULINA ST FROM W THORNDALE AV TO W,41.988576,-87.6996448,google,,,google
23347,32,Pole Painting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,600.0,25734,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,,,google
23348,32,Street Lighting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,1200.0,25790,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,,,google
23349,32,Street Resurface Menu,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2007,21255.0,25845,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,,,google
23430,27,Curb/Gutter Menu,W FRY ST-- Dead End (1233 W) -to- N ELIZABETH ST (1238 W),2005,18734.0,21600,W FRY ST AND Dead End,W FRY ST AND N ELIZABETH ST,,,google,41.8971187,-87.6599987,google
23431,27,Street Resurface Menu,W FRY ST-- Dead End (1233 W) -to- N ELIZABETH ST (1238 W),2005,3477.0,21611,W FRY ST AND Dead End,W FRY ST AND N ELIZABETH ST,,,google,41.8971187,-87.6599987,google
23442,27,Street Resurfacing Menu,ON W FULTON BLVD FROM N SACRAMENTO BLVD (3000 W) TO N KEDZIE AVE (3200 W),2022,143661.63,22326,W FULTON BLVD and N SACRAMENTO BLVD,W FULTON BLVD and BLVD TO N KEDZIE AVE,41.88648281700006,-87.70135830299995,census,,,google
23443,27,Street Light Residential,ON W FULTON BLVD FROM N SACRAMENTO BV (3000 W) TO N KEDZIE AV (3200 W),2013,16000.0,22010,W FULTON BLVD and N SACRAMENTO BV,W FULTON BLVD and BV TO N KEDZIE AV,41.88648281700006,-87.70135830299995,census,,,google
23885,2,Pole Painting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200.0,1532,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,,,google,41.864176462000046,-87.66631694499995,census
23886,2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200.0,1620,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,,,google,41.864176462000046,-87.66631694499995,census
23887,2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,500.0,1621,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,,,google,41.864176462000046,-87.66631694499995,census
23932,41,Street Resurface Menu,W HIGHLAND AV-- N NEVA AV (7120 W) -to- Dead End (6518 W),2009,32139.0,33000,W HIGHLAND AV AND N NEVA AV,W HIGHLAND AV AND Dead End,41.99693324200007,-87.80490256099995,census,,,google
24225,27,Pole Painting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,600.0,21842,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.8779291,-87.6484099,google,,,google
24226,27,Street Lighting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,800.0,21854,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.8779291,-87.6484099,google,,,google
24230,2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000.0,1355,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24231,2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000.0,1356,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24232,2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000.0,1445,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24233,2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500.0,1446,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24234,2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000.0,1447,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24235,2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500.0,1448,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,,,google,41.87804507300007,-87.63956057499996,census
24281,49,Sidewalk Menu,W JARVIS AV-- Dead End (1290 W) -to- N SHERIDAN RD (1350 W),2010,5269.0,39249,W JARVIS AV AND Dead End,W JARVIS AV AND N SHERIDAN RD,,,google,42.0161051,-87.6651023,google
24449,33,Street Resurface Menu,W LELAND AV-- Dead End (2861 W) -to- N MANOR AV (2919 W),2006,17612.0,26596,W LELAND AV AND Dead End,W LELAND AV AND N MANOR AV,,,google,41.96668358900007,-87.70155125699995,census
24544,35,Curb/Gutter Menu,W LOGAN BV-- W LOGAN (N) BV(3127 W) -to- N MILWAUKEE AV (3132 W),2005,12512.0,28116,W LOGAN BV AND W LOGANBV,W LOGAN BV AND N MILWAUKEE AV,,,google,41.9287538,-87.7068816,google
24558,35,Sidewalk Menu,W LOGAN BV-- N MAPLEWOOD AV (2532 W) -to- W LOGAN (N) BV(3127 W),2007,21014.0,28221,W LOGAN BV AND N MAPLEWOOD AV,W LOGAN BV AND W LOGANBV,41.9282301,-87.6914204,google,,,google
24563,49,Sidewalk Menu,W LOYOLA AV-- Dead End (1050 W) -to- N WINTHROP AV (1100 W),2007,5648.0,39141,W LOYOLA AV AND Dead End,W LOYOLA AV AND N WINTHROP AV,,,google,42.00156415200007,-87.65858268199997,census
24575,49,Curb/Gutter Menu,W LUNT AV-- Dead End (1188 W) -to- N SHERIDAN RD (1240 W),2007,45019.0,39131,W LUNT AV AND Dead End,W LUNT AV AND N SHERIDAN RD,,,google,42.00918585800008,-87.66208802299997,census
24626,43,Street Resurface Menu,W MAPLE ST-- N LA SALLE DR (140 W) -to- Dead End (170 W),2007,6299.0,34457,W MAPLE ST AND N LA SALLE DR,W MAPLE ST AND Dead End,41.90182672700007,-87.63293981999999,census,,,google
24676,31,Street Lighting,W MCLEAN AV-- Dead End (4654 W) -to- N KILPATRICK AV (4700 W),2008,2000.0,25074,W MCLEAN AV AND Dead End,W MCLEAN AV AND N KILPATRICK AV,,,google,41.91787411700005,-87.74371987599994,census
24965,49,Street Lighting,W NORTH SHORE AV-- Dead End (1113 W) -to- N LAKEWOOD AV (1310 W),2008,195000.0,39200,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N LAKEWOOD AV,,,google,42.00350575700003,-87.66357136199997,census
24969,49,Sidewalk Menu,W NORTH SHORE AV-- Dead End (1113 W) -to- N SHERIDAN RD (1200 W),2008,9639.0,39185,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N SHERIDAN RD,,,google,42.0035372,-87.6608341,google
24970,49,Street Resurface Menu,W NORTH SHORE AV-- Dead End (1113 W) -to- N SHERIDAN RD (1200 W),2009,40340.0,39217,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N SHERIDAN RD,,,google,42.0035372,-87.6608341,google
25037,27,Street Resurface Menu,W OGDEN AV-- N CLYBOURN AV (1480 N) -to- Dead End (1443 N),2008,27064.0,21798,W OGDEN AV AND N CLYBOURN AV,W OGDEN AV AND Dead End,41.908041473000026,-87.64551000799997,census,,,google
25141,31,Curb/Gutter Menu,W PARKER AV-- N LARAMIE AV (5200 W) -to- Dead End (4121 W),2010,9171.0,25174,W PARKER AV AND N LARAMIE AV,W PARKER AV AND Dead End,41.9305001,-87.756386,google,,,google
25142,31,Curb/Gutter Menu,W PARKER AV-- N LAVERGNE AV (5000 W) -to- Dead End (4121 W),2010,9993.0,25172,W PARKER AV AND N LAVERGNE AV,W PARKER AV AND Dead End,41.9305546,-87.7514643,google,,,google
25143,31,Curb/Gutter Menu,W PARKER AV-- N LECLAIRE AV (5100 W) -to- Dead End (4121 W),2010,20383.0,25173,W PARKER AV AND N LECLAIRE AV,W PARKER AV AND Dead End,41.9305296,-87.7539239,google,,,google
25162,30,Curb/Gutter Menu,W PATTERSON AV-- N PULASKI RD (4000 W) -to- Dead End (4134 W),2005,53694.0,23797,W PATTERSON AV AND N PULASKI RD,W PATTERSON AV AND Dead End,41.9472848,-87.7273993,google,,,google
25165,38,Street Lighting,W PATTERSON AV-- Dead End (4652 W) -to- N CICERO AV (4800 W),2007,4200.0,30721,W PATTERSON AV AND Dead End,W PATTERSON AV AND N CICERO AV,,,google,41.9470361,-87.7470632,google
25191,42,Curb/Gutter Menu,W PEARSON ST-- N STATE ST (0 E) -to- Dead End (9 W),2005,10000.0,33461,W PEARSON ST AND N STATE ST,W PEARSON ST AND Dead End,41.89752142700007,-87.62822047199995,census,,,google
25194,42,Miscellaneous-CDOT,W PEARSON ST-- N STATE ST (0 E) -to- N DEARBORN ST (36 W),2006,21488.0,33552,W PEARSON ST AND N STATE ST,W PEARSON ST AND N DEARBORN ST,41.89752142700007,-87.62822047199995,census,,,google
25195,42,Street Resurface Menu,W PEARSON ST-- N STATE ST (0 E) -to- N DEARBORN ST (36 W),2006,6625.0,33574,W PEARSON ST AND N STATE ST,W PEARSON ST AND N DEARBORN ST,41.89752142700007,-87.62822047199995,census,,,google
25198,47,Street Resurface Menu,W PENSACOLA AV-- N CAMPBELL AV (2516 W) -to- Dead End (2573 W),2010,37042.0,37598,W PENSACOLA AV AND N CAMPBELL AV,W PENSACOLA AV AND Dead End,41.96038442600008,-87.69177891099997,census,,,google
25364,49,Sidewalk Menu,W PRATT BV-- Dead End (1124 W) -to- N SHERIDAN RD (1206 W),2009,3056.0,39207,W PRATT BV AND Dead End,W PRATT BV AND N SHERIDAN RD,,,google,42.00554384000003,-87.66091823599999,census
25376,2,Pole Painting,W QUINCY ST-- Dead End (773 W) -to- S JEFFERSON ST (600 W),2008,600.0,1367,W QUINCY ST AND Dead End,W QUINCY ST AND S JEFFERSON ST,,,google,41.878644036000026,-87.64255539099997,census
25377,2,Street Lighting,W QUINCY ST-- Dead End (773 W) -to- S JEFFERSON ST (600 W),2008,1200.0,1464,W QUINCY ST AND Dead End,W QUINCY ST AND S JEFFERSON ST,,,google,41.878644036000026,-87.64255539099997,census
25419,26,Street Resurface Menu,W REFECTORY DR & W HUMBOLT DR & W PARKING LOT DR,2011,22066.0,21195,W REFECTORY DR & W HUMBOLT DR,W REFECTORY DR & W PARKING LOT DR,41.9011913,-87.7022585,google,,,google
25420,26,Curb & Gutter Menu,ON W REFECTORY DR FROM W HUMBOLT DR TO W PARKING LOT DR,2012,78593.0,21226,W REFECTORY DR and W HUMBOLT DR,W REFECTORY DR and W PARKING LOT DR,41.9011913,-87.7022585,google,,,google
25667,38,Street Resurfacing Menu,ON W SCHOOL ST FROM N PARIS AVE (8130 W) TO N PIONEER AVE (8200 W) ON N OPAL AVE FROM W SCHOOL ST (3300 N) TO W,2015,30961.0,31047,W SCHOOL ST FROM N PARIS AVE (8130 W) TO N PIONEER AVE (8200 W) ON N OPAL AVE and N PARIS AVE TO N PIONEER AVE ON N OPAL AVE FROM W SCHOOL ST,W SCHOOL ST FROM N PARIS AVE (8130 W) TO N PIONEER AVE (8200 W) ON N OPAL AVE and N PIONEER AVE ON N OPAL AVE FROM W SCHOOL ST TO W,,,google,,,google
25725,43,Curb/Gutter Menu,W SCOTT ST-- N WELLS ST (200 W) -to- DEAD END (300 W),2007,5976.0,34442,W SCOTT ST AND N WELLS ST,W SCOTT ST AND DEAD END,41.904950179000025,-87.63451561599999,census,,,google
25726,43,Street Speed Hump Menu,W SCOTT ST-- N WELLS ST (200 W) -to- DEAD END (300 W) 2,2008,3500.0,34505,W SCOTT ST AND N WELLS ST,W SCOTT ST AND DEAD END,41.904950179000025,-87.63451561599999,census,,,google
25765,49,Curb/Gutter Menu,W SHERWIN AV-- Dead End (1277 W) -to- N SHERIDAN RD (1342 W),2007,19350.0,39132,W SHERWIN AV AND Dead End,W SHERWIN AV AND N SHERIDAN RD,,,google,42.01502273500006,-87.66468888999998,census
25778,1,Curb/Gutter Menu,W ST HELEN CT-- N STAVE ST (2682 W) -to- Dead End (2689 W),2006,35163.0,111,W ST HELEN CT AND N STAVE ST,W ST HELEN CT AND Dead End,41.919619,-87.6947025,google,,,google
25926,3,Street Bump Outs Menu,W SWANN ST-- S WENTWORTH AV (235 W) -to- Dead End (334 W),2008,4173.0,2477,W SWANN ST AND S WENTWORTH AV,W SWANN ST AND Dead End,41.8098292,-87.6322709,google,,,google
26043,2,Pole Painting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2100.0,1538,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,,,google,41.87653359600006,-87.65637174299997,census
26044,2,Street Lighting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2800.0,1635,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,,,google,41.87653359600006,-87.65637174299997,census
26055,3,Curb/Gutter Menu,W TREMONT ST-- S NORMAL BV (500 W) -to- Dead End (524 W),2008,88331.0,2470,W TREMONT ST AND S NORMAL BV,W TREMONT ST AND Dead End,41.7925896,-87.6378203,google,,,google
26096,2,Pole Painting,W VAN BUREN ST-- W EISENHOWER ENTR RP (2050 W) -to- S WESTERN AV (2400 W),2006,188.0,1006,W VAN BUREN ST AND W EISENHOWER ENTR RP,W VAN BUREN ST AND S WESTERN AV,,,google,41.87608738800003,-87.68626764599998,census
26097,2,Street Lighting,W VAN BUREN ST-- S LAFLIN ST (1500 W) -to- W EISENHOWER EXIT RP (1522 W),2009,55000.0,1636,W VAN BUREN ST AND S LAFLIN ST,W VAN BUREN ST AND W EISENHOWER EXIT RP,41.87639691900006,-87.66428690199996,census,,,google
26190,27,Street Resurface Menu,W WALNUT ST-- Dead End (773 W) -to- N HALSTED ST (800 W),2010,10302.0,21881,W WALNUT ST AND Dead End,W WALNUT ST AND N HALSTED ST,,,google,41.886221524000064,-87.64748779199994,census
26195,27,Street Resurface Menu,W WALTON ST-- N ORLEANS ST (332 W) -to- Dead End (340 W),2005,12225.0,21612,W WALTON ST AND N ORLEANS ST,W WALTON ST AND Dead End,41.89972432600007,-87.63728933799996,census,,,google
26303,42,Street Lighting,W WASHINGTON BV-- N WACKER (UW) DR(322 W) -to- N RIVERSIDE PZ (420 W),2006,1000.0,33620,W WASHINGTON BV AND N WACKERDR,W WASHINGTON BV AND N RIVERSIDE PZ,41.8832047,-87.6367896,google,,,google
26505,27,Street Resurface Menu,W WENDELL ST-- Dead End (316 W) -to- N ORLEANS ST (332 W),2010,7866.0,21883,W WENDELL ST AND Dead End,W WENDELL ST AND N ORLEANS ST,,,google,41.90128404200004,-87.63735365599996,census
26506,27,Curb/Gutter Menu,W WENDELL ST-- Dead End (316 W) -to- N SEDGWICK ST (348 W),2010,6395.0,21867,W WENDELL ST AND Dead End,W WENDELL ST AND N SEDGWICK ST,,,google,41.9092465,-87.6385491,google
26590,47,Alley Apron Menu,ON W WILSON AVE FROM 1616 W TO N ASHLAND AV (1600 W),2013,8647.0,37716,1616 W WILSON AVE,W WILSON AVE and N ASHLAND AV,,,census,41.9652248,-87.6694196,google
26607,47,Alley Apron Menu,ON W WILSON AVE FROM 1729 W TO N PAULINA ST (1700 W),2015,8354.0,37839,1729 W WILSON AVE,W WILSON AVE and N PAULINA ST,,,census,41.965207,-87.6709217,google
26614,39,Curb/Gutter Menu,W WINDSOR AV-- Dead End (3764 W) -to- N HAMLIN AV (3800 W),2009,40598.0,31513,W WINDSOR AV AND Dead End,W WINDSOR AV AND N HAMLIN AV,,,google,41.96374103200003,-87.72300941599997,census
26675,43,Pole Painting,W WISCONSIN ST-- N SEDGWICK ST (400 W) -to- Dead End (539 W),2005,1800.0,34359,W WISCONSIN ST AND N SEDGWICK ST,W WISCONSIN ST AND Dead End,41.91651137500003,-87.63876061699995,census,,,google
26812,11,Miscellaneous-CDOT,WPA-33 rd & Racine to Throop,2006,40000.0,8097,WPA & 33 rd,WPA & Racine to Throop,,,google,,,google
26816,49,Sidewalk Menu  1,709-1719 W CHASE AVE,2019,13440.13,39641,,,,,,,,
26817,49,Sidewalk Menu  7,627-7637 N PAULINA ST,2019,38761.88,39642,,,,,,,,
26818,49,Sidewalk Menu  1,343-1347 W ESTES AVE,2019,4298.21,39643,,,,,,,,
26819,49,Sidewalk Menu  1,547-1551 W FARWELL AVE,2019,5449.74,39644,,,,,,,,
26820,49,Sidewalk Menu  2,044-2054 W CHASE AVE,2019,5132.87,39645,,,,,,,,
26821,49,Sidewalk Menu  1,400-1406 W NORTH SHORE AVE,2019,4704.48,39646,,,,,,,,
26822,49,Sidewalk Menu  1,216-1220 W ALBION AVE,2019,2826.52,39647,,,,,,,,
26823,43,Street Resurfacing Menu,1-20 E BANKS ST,2021,13606.915,43083,,,,,,,,
